Season;Week;Datum;League Name;Spielort;Team Name;Name;EDV;Match Number;Team Name Opponent;Position;Pins
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Lars Wolf;79124;3;Bamberg 44;0;152
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Linus Singh;57074;3;Bamberg 44;1;196
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Arthur Jäger;52682;3;Bamberg 44;2;130
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Johannes Heil;37109;3;Bamberg 44;3;201
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Lars Wolf;79124;4;Passau 64;0;180
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Linus Singh;57074;4;Passau 64;1;192
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Arthur Jäger;52682;4;Passau 64;2;154
24/25;5;n/a;LL1 Nord;Passau;Bayreuth 41;Johannes Heil;37109;4;Passau 64;3;195
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Lukas Braun;10400;0;Bayreuth 41;0;193
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Jackson Lange;56853;0;Bayreuth 41;1;226
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Linus Jones;28835;0;Bayreuth 41;2;161
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Johannes Schwarz;38386;0;Bayreuth 41;3;162
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Lukas Braun;10400;1;Schweinfurt 45;0;199
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Jackson Lange;56853;1;Schweinfurt 45;1;207
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Linus Jones;28835;1;Schweinfurt 45;2;201
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Johannes Schwarz;38386;1;Schweinfurt 45;3;148
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Lukas Braun;10400;2;Passau 64;0;184
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Jackson Lange;56853;2;Passau 64;1;201
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Linus Jones;28835;2;Passau 64;2;204
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Johannes Schwarz;38386;2;Passau 64;3;191
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Lukas Braun;10400;3;Passau 85;0;197
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Jackson Lange;56853;3;Passau 85;1;216
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Linus Jones;28835;3;Passau 85;2;182
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Johannes Schwarz;38386;3;Passau 85;3;158
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Lukas Braun;10400;4;Bamberg 44;0;189
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Jackson Lange;56853;4;Bamberg 44;1;225
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Linus Jones;28835;4;Bamberg 44;2;189
24/25;5;n/a;LL1 Nord;Passau;Hof 31;Johannes Schwarz;38386;4;Bamberg 44;3;195
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Tom Klein;52038;0;Passau 85;0;168
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Alexander Hoffmann;67272;0;Passau 85;1;201
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Jakob Schmitt;42236;0;Passau 85;2;211
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Sven Jones;89133;0;Passau 85;3;204
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Tom Klein;52038;1;Bamberg 44;0;155
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Alexander Hoffmann;67272;1;Bamberg 44;1;219
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Jakob Schmitt;42236;1;Bamberg 44;2;215
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Sven Jones;89133;1;Bamberg 44;3;237
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Tom Klein;52038;2;Hof 31;0;189
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Alexander Hoffmann;67272;2;Hof 31;1;231
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Jakob Schmitt;42236;2;Hof 31;2;207
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Sven Jones;89133;2;Hof 31;3;215
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Tom Klein;52038;3;Schweinfurt 45;0;147
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Alexander Hoffmann;67272;3;Schweinfurt 45;1;210
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Jakob Schmitt;42236;3;Schweinfurt 45;2;178
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Sven Jones;89133;3;Schweinfurt 45;3;222
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Tom Klein;52038;4;Bayreuth 41;0;165
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Alexander Hoffmann;67272;4;Bayreuth 41;1;230
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Jakob Schmitt;42236;4;Bayreuth 41;2;221
24/25;5;n/a;LL1 Nord;Passau;Passau 64;Sven Jones;89133;4;Bayreuth 41;3;194
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Logan Böhm;27342;0;Passau 64;0;220
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Jan Miller;29485;0;Passau 64;1;231
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Eric Schröder;19332;0;Passau 64;2;197
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Konstantin Wagner;93770;0;Passau 64;3;131
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Logan Böhm;27342;1;Bayreuth 41;0;219
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Jan Miller;29485;1;Bayreuth 41;1;223
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Eric Schröder;19332;1;Bayreuth 41;2;210
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Konstantin Wagner;93770;1;Bayreuth 41;3;171
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Logan Böhm;27342;2;Bamberg 44;0;224
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Jan Miller;29485;2;Bamberg 44;1;210
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Eric Schröder;19332;2;Bamberg 44;2;209
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Konstantin Wagner;93770;2;Bamberg 44;3;179
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Logan Böhm;27342;3;Hof 31;0;227
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Jan Miller;29485;3;Hof 31;1;248
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Eric Schröder;19332;3;Hof 31;2;217
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Konstantin Wagner;93770;3;Hof 31;3;135
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Logan Böhm;27342;4;Schweinfurt 45;0;205
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Jan Miller;29485;4;Schweinfurt 45;1;211
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Eric Schröder;19332;4;Schweinfurt 45;2;205
24/25;5;n/a;LL1 Nord;Passau;Passau 85;Konstantin Wagner;93770;4;Schweinfurt 45;3;142
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Georg Kim;71437;0;Bamberg 44;0;211
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Mohammad Becker;15851;0;Bamberg 44;1;145
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Arthur Hoffmann;93186;0;Bamberg 44;2;178
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Finn Heil;37551;0;Bamberg 44;3;181
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Georg Kim;71437;1;Hof 31;0;210
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Mohammad Becker;15851;1;Hof 31;1;138
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Arthur Hoffmann;93186;1;Hof 31;2;146
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Finn Heil;37551;1;Hof 31;3;195
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Georg Kim;71437;2;Bayreuth 41;0;203
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Mohammad Becker;15851;2;Bayreuth 41;1;166
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Arthur Hoffmann;93186;2;Bayreuth 41;2;163
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Finn Heil;37551;2;Bayreuth 41;3;182
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Georg Kim;71437;3;Passau 64;0;198
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Mohammad Becker;15851;3;Passau 64;1;176
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Arthur Hoffmann;93186;3;Passau 64;2;166
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Finn Heil;37551;3;Passau 64;3;178
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Georg Kim;71437;4;Passau 85;0;191
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Mohammad Becker;15851;4;Passau 85;1;156
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Arthur Hoffmann;93186;4;Passau 85;2;141
24/25;5;n/a;LL1 Nord;Passau;Schweinfurt 45;Finn Heil;37551;4;Passau 85;3;177
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Ryan Pohl;39671;0;Erlangen 53;0;144
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Martin Gonzalez;52364;0;Erlangen 53;1;189
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Kevin König;74380;0;Erlangen 53;2;189
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Luca Ali;83517;0;Erlangen 53;3;93
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Ryan Pohl;39671;1;München 9;0;124
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Martin Gonzalez;52364;1;München 9;1;210
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Kevin König;74380;1;München 9;2;196
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Luca Ali;83517;1;München 9;3;96
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Ryan Pohl;39671;2;Straubing 86;0;124
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Martin Gonzalez;52364;2;Straubing 86;1;180
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Kevin König;74380;2;Straubing 86;2;172
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Luca Ali;83517;2;Straubing 86;3;115
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Ryan Pohl;39671;3;Erlangen 98;0;115
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Martin Gonzalez;52364;3;Erlangen 98;1;166
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Kevin König;74380;3;Erlangen 98;2;193
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Luca Ali;83517;3;Erlangen 98;3;91
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Ryan Pohl;39671;4;Rosenheim 89;0;139
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Martin Gonzalez;52364;4;Rosenheim 89;1;195
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Kevin König;74380;4;Rosenheim 89;2;182
22/23;0;n/a;BZL 2 Nord;München;Bamberg 98;Luca Ali;83517;4;Rosenheim 89;3;122
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Noah Schwarz;17574;0;Bamberg 98;0;138
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Arthur Klein;43132;0;Bamberg 98;1;154
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Michael Davis;40723;0;Bamberg 98;2;133
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Stefan Heil;26299;0;Bamberg 98;3;128
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Noah Schwarz;17574;1;Erlangen 98;0;92
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Arthur Klein;43132;1;Erlangen 98;1;190
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Michael Davis;40723;1;Erlangen 98;2;153
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Stefan Heil;26299;1;Erlangen 98;3;143
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Noah Schwarz;17574;2;Rosenheim 89;0;135
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Arthur Klein;43132;2;Rosenheim 89;1;158
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Michael Davis;40723;2;Rosenheim 89;2;160
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Stefan Heil;26299;2;Rosenheim 89;3;120
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Noah Schwarz;17574;3;Straubing 86;0;95
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Arthur Klein;43132;3;Straubing 86;1;175
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Michael Davis;40723;3;Straubing 86;2;149
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Stefan Heil;26299;3;Straubing 86;3;127
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Noah Schwarz;17574;4;München 9;0;89
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Arthur Klein;43132;4;München 9;1;169
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Michael Davis;40723;4;München 9;2;160
22/23;0;n/a;BZL 2 Nord;München;Erlangen 53;Stefan Heil;26299;4;München 9;3;135
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Emil Friedrich;44165;0;Rosenheim 89;0;188
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Johnson;40298;0;Rosenheim 89;1;170
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Williams;73108;0;Rosenheim 89;2;166
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Matthias Kurz;20666;0;Rosenheim 89;3;113
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Emil Friedrich;44165;1;Erlangen 53;0;168
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Johnson;40298;1;Erlangen 53;1;169
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Williams;73108;1;Erlangen 53;2;140
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Matthias Kurz;20666;1;Erlangen 53;3;154
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Emil Friedrich;44165;2;München 9;0;200
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Johnson;40298;2;München 9;1;133
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Williams;73108;2;München 9;2;144
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Matthias Kurz;20666;2;München 9;3;128
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Emil Friedrich;44165;3;Bamberg 98;0;209
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Johnson;40298;3;Bamberg 98;1;135
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Williams;73108;3;Bamberg 98;2;136
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Matthias Kurz;20666;3;Bamberg 98;3;124
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Emil Friedrich;44165;4;Straubing 86;0;188
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Johnson;40298;4;Straubing 86;1;156
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Liam Williams;73108;4;Straubing 86;2;171
22/23;0;n/a;BZL 2 Nord;München;Erlangen 98;Matthias Kurz;20666;4;Straubing 86;3;134
22/23;0;n/a;BZL 2 Nord;München;München 9;Henry Hartmann;65129;0;Straubing 86;0;156
22/23;0;n/a;BZL 2 Nord;München;München 9;Felix Schmitz;94448;0;Straubing 86;1;132
22/23;0;n/a;BZL 2 Nord;München;München 9;Tobias Becker;46991;0;Straubing 86;2;136
22/23;0;n/a;BZL 2 Nord;München;München 9;Andrew Meyer;49723;0;Straubing 86;3;152
22/23;0;n/a;BZL 2 Nord;München;München 9;Henry Hartmann;65129;1;Bamberg 98;0;130
22/23;0;n/a;BZL 2 Nord;München;München 9;Felix Schmitz;94448;1;Bamberg 98;1;158
22/23;0;n/a;BZL 2 Nord;München;München 9;Tobias Becker;46991;1;Bamberg 98;2;135
22/23;0;n/a;BZL 2 Nord;München;München 9;Andrew Meyer;49723;1;Bamberg 98;3;167
22/23;0;n/a;BZL 2 Nord;München;München 9;Henry Hartmann;65129;2;Erlangen 98;0;131
22/23;0;n/a;BZL 2 Nord;München;München 9;Felix Schmitz;94448;2;Erlangen 98;1;149
22/23;0;n/a;BZL 2 Nord;München;München 9;Tobias Becker;46991;2;Erlangen 98;2;104
22/23;0;n/a;BZL 2 Nord;München;München 9;Andrew Meyer;49723;2;Erlangen 98;3;144
22/23;0;n/a;BZL 2 Nord;München;München 9;Henry Hartmann;65129;3;Rosenheim 89;0;141
22/23;0;n/a;BZL 2 Nord;München;München 9;Felix Schmitz;94448;3;Rosenheim 89;1;153
22/23;0;n/a;BZL 2 Nord;München;München 9;Tobias Becker;46991;3;Rosenheim 89;2;90
22/23;0;n/a;BZL 2 Nord;München;München 9;Andrew Meyer;49723;3;Rosenheim 89;3;125
22/23;0;n/a;BZL 2 Nord;München;München 9;Henry Hartmann;65129;4;Erlangen 53;0;164
22/23;0;n/a;BZL 2 Nord;München;München 9;Felix Schmitz;94448;4;Erlangen 53;1;135
22/23;0;n/a;BZL 2 Nord;München;München 9;Tobias Becker;46991;4;Erlangen 53;2;110
22/23;0;n/a;BZL 2 Nord;München;München 9;Andrew Meyer;49723;4;Erlangen 53;3;146
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Mason Hoffmann;65527;0;Erlangen 98;0;185
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Nguyen;64318;0;Erlangen 98;1;183
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Peters;28781;0;Erlangen 98;2;149
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Florian Davis;48591;0;Erlangen 98;3;191
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Mason Hoffmann;65527;1;Straubing 86;0;178
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Nguyen;64318;1;Straubing 86;1;183
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Peters;28781;1;Straubing 86;2;149
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Florian Davis;48591;1;Straubing 86;3;176
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Mason Hoffmann;65527;2;Erlangen 53;0;143
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Nguyen;64318;2;Erlangen 53;1;148
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Peters;28781;2;Erlangen 53;2;148
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Florian Davis;48591;2;Erlangen 53;3;191
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Mason Hoffmann;65527;3;München 9;0;174
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Nguyen;64318;3;München 9;1;139
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Peters;28781;3;München 9;2;156
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Florian Davis;48591;3;München 9;3;153
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Mason Hoffmann;65527;4;Bamberg 98;0;146
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Nguyen;64318;4;Bamberg 98;1;154
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Andreas Peters;28781;4;Bamberg 98;2;122
22/23;0;n/a;BZL 2 Nord;München;Rosenheim 89;Florian Davis;48591;4;Bamberg 98;3;199
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Tom Becker;72868;0;München 9;0;187
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Sven Martin;13126;0;München 9;1;109
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Jan Rodriguez;23585;0;München 9;2;155
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Max Kaiser;98904;0;München 9;3;164
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Tom Becker;72868;1;Rosenheim 89;0;166
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Sven Martin;13126;1;Rosenheim 89;1;138
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Jan Rodriguez;23585;1;Rosenheim 89;2;173
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Max Kaiser;98904;1;Rosenheim 89;3;164
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Tom Becker;72868;2;Bamberg 98;0;192
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Sven Martin;13126;2;Bamberg 98;1;139
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Jan Rodriguez;23585;2;Bamberg 98;2;172
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Max Kaiser;98904;2;Bamberg 98;3;138
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Tom Becker;72868;3;Erlangen 53;0;206
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Sven Martin;13126;3;Erlangen 53;1;121
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Jan Rodriguez;23585;3;Erlangen 53;2;158
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Max Kaiser;98904;3;Erlangen 53;3;120
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Tom Becker;72868;4;Erlangen 98;0;172
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Sven Martin;13126;4;Erlangen 98;1;143
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Jan Rodriguez;23585;4;Erlangen 98;2;179
22/23;0;n/a;BZL 2 Nord;München;Straubing 86;Max Kaiser;98904;4;Erlangen 98;3;133
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Ryan Pohl;39671;0;Erlangen 53;0;142
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Martin Gonzalez;52364;0;Erlangen 53;1;171
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Kevin König;74380;0;Erlangen 53;2;209
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Luca Ali;83517;0;Erlangen 53;3;98
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Ryan Pohl;39671;1;München 9;0;134
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Martin Gonzalez;52364;1;München 9;1;165
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Kevin König;74380;1;München 9;2;206
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Luca Ali;83517;1;München 9;3;135
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Ryan Pohl;39671;2;Straubing 86;0;119
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Martin Gonzalez;52364;2;Straubing 86;1;182
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Kevin König;74380;2;Straubing 86;2;181
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Luca Ali;83517;2;Straubing 86;3;135
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Ryan Pohl;39671;3;Erlangen 98;0;119
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Martin Gonzalez;52364;3;Erlangen 98;1;198
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Kevin König;74380;3;Erlangen 98;2;206
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Luca Ali;83517;3;Erlangen 98;3;132
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Ryan Pohl;39671;4;Rosenheim 89;0;162
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Martin Gonzalez;52364;4;Rosenheim 89;1;176
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Kevin König;74380;4;Rosenheim 89;2;162
22/23;1;n/a;BZL 2 Nord;Straubing;Bamberg 98;Luca Ali;83517;4;Rosenheim 89;3;106
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Noah Schwarz;17574;0;Bamberg 98;0;117
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Arthur Klein;43132;0;Bamberg 98;1;183
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Michael Davis;40723;0;Bamberg 98;2;122
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Stefan Heil;26299;0;Bamberg 98;3;119
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Noah Schwarz;17574;1;Erlangen 98;0;131
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Arthur Klein;43132;1;Erlangen 98;1;174
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Michael Davis;40723;1;Erlangen 98;2;114
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Stefan Heil;26299;1;Erlangen 98;3;99
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Noah Schwarz;17574;2;Rosenheim 89;0;102
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Arthur Klein;43132;2;Rosenheim 89;1;163
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Michael Davis;40723;2;Rosenheim 89;2;146
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Stefan Heil;26299;2;Rosenheim 89;3;116
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Noah Schwarz;17574;3;Straubing 86;0;113
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Arthur Klein;43132;3;Straubing 86;1;173
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Michael Davis;40723;3;Straubing 86;2;121
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Stefan Heil;26299;3;Straubing 86;3;132
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Noah Schwarz;17574;4;München 9;0;109
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Arthur Klein;43132;4;München 9;1;160
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Michael Davis;40723;4;München 9;2;141
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 53;Stefan Heil;26299;4;München 9;3;119
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 98;Emil Friedrich;44165;0;Rosenheim 89;0;207
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 98;Liam Johnson;40298;0;Rosenheim 89;1;148
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 98;Liam Williams;73108;0;Rosenheim 89;2;155
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 98;Matthias Kurz;20666;0;Rosenheim 89;3;122
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 98;Emil Friedrich;44165;1;Erlangen 53;0;192
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 98;Liam Johnson;40298;1;Erlangen 53;1;146
22/23;1;n/a;BZL 2 Nord;Straubing;Erlangen 98;Liam Williams;73108;1;Erlangen 53;2;154
